id;url;Perfume;Brand;Country;Gender;RatingValue;RatingCount;releaseYear;PerfumeTop;PerfumeMiddle;PerfumeBase;Perfumer1;Perfumer2;MainAccord1;MainAccord2;MainAccord3;MainAccord4;MainAccord5;caminho_imagem_local;Perfumes-seletos;Longevidade;Sillage;Genero;Genero_Voto;Preco_Voto;Imagem_URL
17210;https://www.fragrantica.com/perfume/o-boticario/arbo-liberte-35051.html;arbo-liberte;o-boticario;Brazil;men;412;335;20150.0;bergamot, lime, pomelo;head space waterfall, green notes, lavender, black pepper, basil, jasmine, sage, cardamom, lily-of-the-valley;moss, musk, sandalowood;unknown;;fresh spicy;citrus;aromatic;green;aquatic;downloaded_images\17210_arbo_liberte.jpg;o-boticario;Moderate;Moderate;Masculino;;;
17211;https://www.fragrantica.com/perfume/o-boticario/amor-no-ar-54533.html;amor-no-ar;o-boticario;Brazil;women;412;249;20170.0;cassis, apple, lemon, bergamot, mandarin orange, orange;plum, peach, rose, lotus, freesia, lime (linden) blossom;vanilla, sandalwood, musk, amber;unknown;;fruity;citrus;powdery;sweet;woody;downloaded_images\17211_amor_no_ar.jpg;o-boticario;Moderate;Moderate;Feminino;;;
17212;https://www.fragrantica.com/perfume/o-boticario/elysee-nuit-46545.html;elysee-nuit;o-boticario;Brazil;women;412;433;20170.0;red fruits, plum blossom, cassis, bergamot;macarons, rose, peony, magnolia, freesia, lily-of-the-valley;patchouli, sandalwood, musk, vetiver;chiaki nomura;napole�o bastos;floral;sweet;fruity;fresh;woody;downloaded_images\17212_elysee_nuit.jpg;o-boticario;Moderate;Moderate;Feminino;;;
17213;https://www.fragrantica.com/perfume/o-boticario/floratta-red-54609.html;floratta-red;o-boticario;Brazil;women;412;1111;20190.0;red berries, apple, orange;floral notes, orange blossom, tuberose, violet, lotus;dark chocolate, amber, musk, sandalwood, cedar;alienor massenet;;fruity;sweet;fresh;floral;chocolate;downloaded_images\17213_floratta_red.jpg;o-boticario;Moderate;Moderate;Feminino;;;
17214;https://www.fragrantica.com/perfume/o-boticario/glamour-7317.html;glamour;o-boticario;Brazil;women;412;1107;20010.0;citruses, neroli, mandarin orange, plum;iris, cinnamon, lilac, orange blossom, mimosa;musk, sandalwood, vanilla, patchouli;alberto morillas;;citrus;powdery;woody;warm spicy;musky;downloaded_images\17214_glamour.jpg;o-boticario;Moderate;Moderate;Feminino;;;
17215;https://www.fragrantica.com/perfume/o-boticario/glamour-amour-33459.html;glamour-amour;o-boticario;Brazil;women;412;90;20150.0;freesia, mandarin orange, lily, peach, bergamot, magnolia;damask rose, patchouli, lily, cedar;caramel, vanilla, musk, sandalwood, benzoin, amber;unknown;;caramel;vanilla;powdery;sweet;woody;downloaded_images\17215_glamour_amour.jpg;o-boticario;Moderate;Moderate;Feminino;;;
17216;https://www.fragrantica.com/perfume/o-boticario/make-b-lumina-34755.html;make-b-lumina;o-boticario;Brazil;women;412;58;20150.0;saffron, fruity notes, plum blossom, mandarin orange, bergamot;solar notes, petalia, cinnamon, woody notes;vanilla, benzoin, tonka bean, sandalowood;unknown;;warm spicy;vanilla;amber;floral;fruity;downloaded_images\17216_make_b_lumina.jpg;o-boticario;Moderate;Moderate;Feminino;;;
17217;https://www.fragrantica.com/perfume/o-boticario/ops-in-red-38469.html;ops-in-red;o-boticario;Brazil;women;412;59;19960.0;floral notes, watermelon;magnolia, pepper;woodsy notes, musk;unknown;;floral;woody;musky;ozonic;;downloaded_images\17217_ops_in_red.jpg;o-boticario;Moderate;Moderate;Feminino;;;
17219;https://www.fragrantica.com/perfume/paco-rabanne/ultraviolet-metal-beach-2723.html;ultraviolet-metal-beach;paco-rabanne;Spain;women;412;56;20010.0;pepper, ginger, orange pepper, pimento;water lily, osmanthus, cyclamen;white musk, amber, vanilla;jacques cavallier;;floral;warm spicy;fresh;fruity;aquatic;downloaded_images\17219_ultraviolet_metal_beach.jpg;paco-rabanne;Long Lasting;Moderate;Feminino;;;
17220;https://www.fragrantica.com/perfume/paco-rabanne/pure-xs-night-53453.html;pure-xs-night;paco-rabanne;Spain;men;412;1278;20190.0;ginseng, ginger;cacao, vanilla, cinnamon;caramel, myrrh;unknown;;warm spicy;sweet;caramel;amber;cacao;downloaded_images\17220_pure_xs_night.jpg;paco-rabanne;Eternal;Moderate;Masculino;;;
17224;https://www.fragrantica.com/perfume/prada/mirages-moonlight-shadow-51515.html;mirages-moonlight-shadow;prada;Italy;unisex;412;65;20180.0;fig, cumin, peach;leather, cacao;cedar, sandalwood;daniela (roche) andrier;;woody;leather;fruity;cacao;sweet;downloaded_images\17224_mirages_moonlight_shadow.jpg;prada;Long Lasting;Strong;Unissex;;;
17254;https://www.fragrantica.com/perfume/yves-saint-laurent/l-homme-eau-d-ete-2702.html;l-homme-eau-d-ete;yves-saint-laurent;France;men;412;80;20080.0;bergamot, ginger;basil, violet, white pepper;tahitian vetiver, tonka bean, cedar, musk;unknown;;fresh spicy;aromatic;woody;powdery;citrus;downloaded_images\17254_l_homme_eau_d_ete.jpg;yves-saint-laurent;Moderate;Moderate;Masculino;;;
17255;https://www.fragrantica.com/perfume/yves-saint-laurent/paris-premieres-roses-2010-11403.html;paris-premieres-roses-2010;yves-saint-laurent;France;women;412;34;20100.0;freesia, african orange flower;rose, violet, peony;musk, sandalwood;unknown;;floral;rose;powdery;violet;woody;downloaded_images\17255_paris_premieres_roses_2010.jpg;yves-saint-laurent;Moderate;Enormous;Feminino;;;
17256;https://www.fragrantica.com/perfume/yves-saint-laurent/paris-premieres-roses-2016-36482.html;paris-premieres-roses-2016;yves-saint-laurent;France;women;412;73;20160.0;rose hip, violet leaf, neroli, bergamot;damask rose, lily-of-the-valley, peony;white musk, sandalwood, violet;unknown;;rose;floral;musky;fresh;powdery;downloaded_images\17256_paris_premieres_roses_2016.jpg;yves-saint-laurent;Moderate;Moderate;Feminino;;;
17257;https://www.fragrantica.com/perfume/yves-saint-laurent/yvresse-champagne-101.html;yvresse-champagne;yves-saint-laurent;France;women;412;2406;19930.0;peach, nectarine, apricot, caraway, anise, mint;cinnamon, litchi, rose, rose oil, carnation, violet, iris, jasmine, lily-of-the-valley;oakmoss, amber, benzoin, patchouli, vanilla, styrax, cedar, musk, coconut, vetiver;sophia grojsman;;fruity;powdery;sweet;warm spicy;amber;downloaded_images\17257_yvresse_champagne.jpg;yves-saint-laurent;Moderate;Moderate;Feminino;;;
17267;https://www.fragrantica.com/perfume/granado/menta-alecrim-55283.html;menta-alecrim;granado;Brazil;unisex;412;217;20190.0;mint, green leaves, bergamot;mint, rosemary, anise;cypress, musk, amber;unknown;;green;aromatic;fresh spicy;woody;;downloaded_images\17267_menta_alecrim.jpg;granado;Moderate;Moderate;Unissex;;;
17268;https://www.fragrantica.com/perfume/granado/cedro-56510.html;cedro;granado;Brazil;unisex;412;116;20190.0;musk, hibiscus, hibiscus seed;cedar, cashmere musk, saffron;cedar, sandalwood, amber;unknown;;woody;musky;powdery;warm spicy;floral;downloaded_images\17268_cedro.jpg;granado;Weak;Intimate;Unissex;;;
17269;https://www.fragrantica.com/perfume/granado/vetiver-lavanda-54346.html;vetiver-lavanda;granado;Brazil;unisex;412;42;20190.0;lavender, sage, lemon, cardamom;lavender, geranium, sandalwood, jasmine;vetiver, vanilla, woodsy notes, amberwood;unknown;;aromatic;lavender;woody;herbal;fresh spicy;downloaded_images\17269_vetiver_lavanda.jpg;granado;Moderate;Strong;Unissex;;;
17348;https://www.fragrantica.com/perfume/nuancielo/enoch-61577.html;enoch;nuancielo;Brazil;men;412;42;20200.0;mint, cypress, tangerine, sage;pepper;tonka bean, musk, sandalowood, cedar;unknown;;aromatic;fresh spicy;woody;musky;green;downloaded_images\17348_enoch.jpg;nuancielo;Long Lasting;Moderate;Masculino;;;
17444;https://www.fragrantica.com/perfume/al-haramain-perfumes/urbanist-prive-silver-39018.html;urbanist-prive-silver;al-haramain-perfumes;UAE;unisex;413;46;;tobacco, hazelnut;toffee, sandalwood;agarwood (oud), vanilla, honey;unknown;;sweet;woody;tobacco;oud;vanilla;downloaded_images\17444_urbanist_prive_silver.jpg;al-haramain-perfumes;Long Lasting;Moderate;Unissex;;;
17451;https://www.fragrantica.com/perfume/bvlgari/mon-jasmin-noir-l-eau-exquise-14595.html;mon-jasmin-noir-l-eau-exquise;bvlgari;Italy;women;413;2035;20120.0;pomelo, grapefruit, almond;tea, jasmine;musk, cedar;sophie labb�;;citrus;white floral;fresh spicy;green;fresh;downloaded_images\17451_mon_jasmin_noir_l_eau_exquise.jpg;bvlgari;Long Lasting;Moderate;Feminino;;;
17453;https://www.fragrantica.com/perfume/carolina-herrera/herrera-aqua-288.html;herrera-aqua;carolina-herrera;USA;men;413;383;20040.0;bamboo leaf, fig leaf, mandarin orange, bergamot;neroli, lavender, rosemary, white pepper;tonka bean, musk, amber, vetiver;carlos benaim;rosendo mateu;aromatic;woody;citrus;fresh spicy;green;downloaded_images\17453_herrera_aqua.jpg;carolina-herrera;Moderate;Moderate;Masculino;;;
17454;https://www.fragrantica.com/perfume/carolina-herrera/212-men-on-ice-2005-303.html;212-men-on-ice-2005;carolina-herrera;USA;men;413;46;20050.0;bergamot, grapefruit;ginger, nutmeg, cardamom, gardenia;musk;unknown;;citrus;fresh spicy;warm spicy;aromatic;musky;downloaded_images\17454_212_men_on_ice_2005.jpg;carolina-herrera;Moderate;Moderate;Masculino;;;
17455;https://www.fragrantica.com/perfume/carolina-herrera/ch-men-grand-tour-28221.html;ch-men-grand-tour;carolina-herrera;USA;men;413;197;20140.0;mate, incense;spices, cinnamon, nutmeg;suede, mahogany;unknown;;warm spicy;fresh spicy;leather;woody;cinnamon;downloaded_images\17455_ch_men_grand_tour.jpg;carolina-herrera;Long Lasting;Strong;Masculino;;;
17456;https://www.fragrantica.com/perfume/carolina-herrera/gold-incense-43642.html;gold-incense;carolina-herrera;USA;unisex;413;183;20170.0;cinnamon, marigold, angelica, bergamot;labdanum, atlas cedar;incense, madagascar vanilla, sandalwood;pierre-constantin gu�ros;;amber;woody;balsamic;warm spicy;powdery;downloaded_images\17456_gold_incense.jpg;carolina-herrera;Long Lasting;Moderate;Unissex;;;
17469;https://www.fragrantica.com/perfume/dior/dior-homme-2020-58714.html;dior-homme-2020;dior;France;men;413;6319;20200.0;bergamot, pink pepper, elemi;atlas cedar, cashmere wood, patchouli;iso e super, haitian vetiver, white musk;fran�ois demachy;;woody;musky;aromatic;amber;citrus;downloaded_images\17469_dior_homme_2020.jpg;dior;Eternal;Strong;Masculino;;;
17470;https://www.fragrantica.com/perfume/dior/les-creations-de-monsieur-dior-diorissimo-eau-de-toilette-7369.html;les-creations-de-monsieur-dior-diorissimo-eau-de-toilette;dior;France;women;413;850;20090.0;ylang-ylang;lily-of-the-valley;jasmine;unknown;;white floral;fresh;green;yellow floral;;downloaded_images\17470_les_creations_de_monsieur_dior_diorissim.jpg;dior;Long Lasting;Moderate;Feminino;;;
17471;https://www.fragrantica.com/perfume/dior/vanilla-diorama-68198.html;vanilla-diorama;dior;France;unisex;413;1739;20210.0;orange, pink pepper, lemon;rum, cacao, cardamom;bourbon vanilla, sandalwood, patchouli;fran�ois demachy;;warm spicy;vanilla;woody;sweet;citrus;downloaded_images\17471_vanilla_diorama.jpg;dior;Long Lasting;Strong;Unissex;;;
17472;https://www.fragrantica.com/perfume/dior/miss-dior-223.html;miss-dior;dior;France;women;413;3321;19470.0;aldehydes, galbanum, clary sage, gardenia, bergamot;narcissus, iris, carnation, orris root, lily-of-the-valley, jasmine, rose, neroli;oakmoss, leather, vetiver, patchouli, labdanum, sandalwood, amber;jean carles;paul vacher;aromatic;green;woody;earthy;white floral;downloaded_images\17472_miss_dior.jpg;dior;Long Lasting;Moderate;Feminino;;;
17473;https://www.fragrantica.com/perfume/dior/miss-dior-couture-edition-13763.html;miss-dior-couture-edition;dior;France;women;413;190;20110.0;orange, mandarin orange, bergamot;jasmine, rose;patchouli, sandalwood, vetiver;fran�ois demachy;;citrus;woody;patchouli;warm spicy;white floral;downloaded_images\17473_miss_dior_couture_edition.jpg;dior;Long Lasting;Strong;Feminino;;;
17477;https://www.fragrantica.com/perfume/giorgio-armani/armani-prive-bleu-lazuli-48059.html;armani-prive-bleu-lazuli;giorgio-armani;Italy;unisex;413;853;20180.0;mate, cardamom, bergamot;plum, osmanthus, jasmine;tobacco, honey, vanilla, sandalwood;pascal gaurin;;sweet;fruity;aromatic;warm spicy;tobacco;downloaded_images\17477_armani_prive_bleu_lazuli.jpg;giorgio-armani;Long Lasting;Moderate;Unissex;;;
17493;https://www.fragrantica.com/perfume/jean-paul-gaultier/classique-pin-up-58769.html;classique-pin-up;jean-paul-gaultier;France;women;413;360;20200.0;ginger, citron;orange blossom, marshamallow;vanilla, amber;fabrice pellegrin;;citrus;white floral;sweet;warm spicy;vanilla;downloaded_images\17493_classique_pin_up.jpg;jean-paul-gaultier;Moderate;Moderate;Feminino;;;
17494;https://www.fragrantica.com/perfume/jean-paul-gaultier/fleur-du-male-889.html;fleur-du-male;jean-paul-gaultier;France;men;413;2631;20070.0;petitgrain;neroli;chamomile, basil;francis kurkdjian;;herbal;aromatic;fresh spicy;citrus;green;downloaded_images\17494_fleur_du_male.jpg;jean-paul-gaultier;Moderate;Moderate;Unissex;;;
17495;https://www.fragrantica.com/perfume/jean-paul-gaultier/le-male-couple-18825.html;le-male-couple;jean-paul-gaultier;France;men;413;67;20130.0;lavender, mint, bergamot, artemisia, cardamom;orange blossom, cinnamon, caraway;vanilla, cedar, sandalwood, amber, tonka bean;unknown;;aromatic;woody;vanilla;fresh spicy;lavender;downloaded_images\17495_le_male_couple.jpg;jean-paul-gaultier;Eternal;Moderate;Masculino;;;
17503;https://www.fragrantica.com/perfume/lattafa-perfumes/azeezah-92075.html;azeezah;lattafa-perfumes;UAE;unisex;413;46;;lemon, bergamot, almond, coffee;tuberose, orange blossom, iris, jasmine, rose;sandalwood, tonka bean, praline, vanilla, cacao;unknown;;white floral;citrus;sweet;tuberose;powdery;downloaded_images\17503_azeezah.jpg;lattafa-perfumes;Long Lasting;Moderate;Unissex;;;
17504;https://www.fragrantica.com/perfume/lattafa-perfumes/sumou-platinum-82623.html;sumou-platinum;lattafa-perfumes;UAE;unisex;413;39;20220.0;apple, bergamot, plum, oakmoss, lemon;mahogany, cinnamon, clove;sandalwood, vanilla, cedar, vetiver;unknown;;woody;fruity;warm spicy;citrus;aromatic;downloaded_images\17504_sumou_platinum.jpg;lattafa-perfumes;Moderate;Moderate;Unissex;;;
17511;https://www.fragrantica.com/perfume/maison-alhambra/narissa-poudree-89030.html;narissa-poudree;maison-alhambra;UAE;women;413;46;20220.0;bulgarian rose, orange blossom, jasmine;musk;patchouli, cedar, vetiver, coumarin;unknown;;musky;white floral;woody;powdery;rose;downloaded_images\17511_narissa_poudree.jpg;maison-alhambra;Moderate;Moderate;Feminino;;;
17512;https://www.fragrantica.com/perfume/maison-alhambra/porto-neroli-79939.html;porto-neroli;maison-alhambra;UAE;unisex;413;1109;;neroli, lemon, mandarin orange, jasmine, bitter orange;orange blossom, lavender, sea salt;herbal notes, amber, wormwood;unknown;;citrus;white floral;green;fresh;aromatic;downloaded_images\17512_porto_neroli.jpg;maison-alhambra;Weak;Moderate;Unissex;;;
17518;https://www.fragrantica.com/perfume/natura/essencial-unico-72416.html;essencial-unico;natura;Brazil;women;413;327;20220.0;black pepper, apricot, ishpink, ocotea quixos, cardamom;egyptian jasmine, iris, osmanthus, paramela, rose, freesia, lily-of-the-valley;copaiba balm, vanilla, amber, sandalwood, cedar, vetiver;alienor massenet;ver�nica kato;woody;warm spicy;white floral;floral;powdery;downloaded_images\17518_essencial_unico.jpg;natura;Long Lasting;Moderate;Feminino;;;
17519;https://www.fragrantica.com/perfume/natura/homem-emocion-e-62028.html;homem-emocion-e;natura;Brazil;men;413;261;20200.0;cardamom, black pepper, grapefruit, nutmeg;fig, cactus flower, pataqueira, violet, paramela, geranium, sage, lavender;sandalwood, olibanum, tonka bean, leather, musk, vanilla, amber, cashmeran;laurent le guernec;ver�nica kato;woody;fresh spicy;warm spicy;powdery;amber;downloaded_images\17519_homem_emocion_e.jpg;natura;Long Lasting;Moderate;Masculino;;;
17520;https://www.fragrantica.com/perfume/natura/kaiak-energia-33315.html;kaiak-energia;natura;Brazil;women;413;30;20150.0;citrus, floral notes, watery notes;red berries, red currant, red tulip;musk, sandalwood, amber;ver�nica kato;;fresh;citrus;fruity;powdery;aquatic;downloaded_images\17520_kaiak_energia.jpg;natura;Moderate;Moderate;Feminino;;;
17521;https://www.fragrantica.com/perfume/natura/kaiak-ultra-masculino-54304.html;kaiak-ultra-masculino;natura;Brazil;men;413;230;20190.0;metallic notes, citruses, bergamot, anise, lemon, grapefruit, juniper, rosemary, orange, styrax, pink pepper;aldehydes, lavender, jasmine;patchouli, moss, cedar, leather, amber;unknown;;citrus;aromatic;fresh spicy;woody;fresh;downloaded_images\17521_kaiak_ultra_masculino.jpg;natura;Moderate;Moderate;Masculino;;;
17522;https://www.fragrantica.com/perfume/natura/kriska-mania-53321.html;kriska-mania;natura;Brazil;women;413;387;20190.0;salt, cardamom, pink pepper, mandarin orange;coumarin, walnut, gardenia, magnolia;cacao, caramel, salt, sandalwood, amberwood, musk, cedar;unknown;;warm spicy;cacao;woody;sweet;caramel;downloaded_images\17522_kriska_mania.jpg;natura;Moderate;Moderate;Feminino;;;
17523;https://www.fragrantica.com/perfume/natura/priprioca-parfum-perfume-do-brasil-26027.html;priprioca-parfum-perfume-do-brasil;natura;Brazil;unisex;413;158;20040.0;bergamot, lemon, orange;priprioca, galbanum, lily-of-the-valley;sandalwood, musk, amber, vetiver, cedar, benzoin, tonka bean, vanilla;olivier pescheux;thierry bessard;aromatic;woody;citrus;green;powdery;downloaded_images\17523_priprioca_parfum_perfume_do_brasil.jpg;natura;Long Lasting;Moderate;Unissex;;;
17526;https://www.fragrantica.com/perfume/o-boticario/accordes-harmonia-9770.html;accordes-harmonia;o-boticario;Brazil;women;413;684;20060.0;petitgrain, kumquat, mandarin orange, kiwi;violet, lily-of-the-valley, jasmine, ylang-ylang, freesia, angelica;musk, sandalwood, tonka bean, oak moss, vetyver, amber, virginia cedar;adilson rato;;powdery;woody;violet;white floral;musky;downloaded_images\17526_accordes_harmonia.jpg;o-boticario;Moderate;Moderate;Feminino;;;
