id;url;Perfume;Brand;Country;Gender;RatingValue;RatingCount;releaseYear;PerfumeTop;PerfumeMiddle;PerfumeBase;Perfumer1;Perfumer2;MainAccord1;MainAccord2;MainAccord3;MainAccord4;MainAccord5;caminho_imagem_local;Perfumes-seletos
1333;https://www.fragrantica.com/perfume/o-boticario/nativa-spa-blueberry-senses-19233.html;nativa-spa-blueberry-senses;o-boticario;Brazil;women;352;29;20120.0;blueberry, red berries, apple, pear, mandarin orange;raspberry, peony, freesia, lily-of-the-valley;benzoin, sandalwood, vanilla, cedar;cl�udio de deus;;fruity;sweet;fresh;;;downloaded_images\1333_nativa_spa_blueberry_senses.jpg;o-boticario
1398;https://www.fragrantica.com/perfume/carolina-herrera/212-surf-for-him-23622.html;212-surf-for-him;carolina-herrera;USA;men;353;111;20140.0;sea notes;grapefruit;patchouli;unknown;;marine;citrus;aromatic;patchouli;salty;downloaded_images\1398_212_surf_for_him.jpg;carolina-herrera
1408;https://www.fragrantica.com/perfume/jean-paul-gaultier/le-male-pirate-edition-29797.html;le-male-pirate-edition;jean-paul-gaultier;France;men;353;32;20150.0;mint, lavender, cardamom, artemisia, bergamot;cinnamon, orange blossom, caraway;tonka bean, vanilla, sandalwood, amber, cedar;francis kurkdjian;;aromatic;warm spicy;fresh spicy;vanilla;green;downloaded_images\1408_le_male_pirate_edition.jpg;jean-paul-gaultier
1413;https://www.fragrantica.com/perfume/o-boticario/quasar-drop-xy-58295.html;quasar-drop-xy;o-boticario;Brazil;men;353;87;20190.0;lemon, bergamot, eucalyptus, ginger, anise, mandarin orange;floral notes, geranium;cedar, cypriol oil or nagarmotha, vetiver, labdanum, amber, nutmeg, cashmeran;hernan f�goli;;citrus;woody;aromatic;fresh spicy;camphor;downloaded_images\1413_quasar_drop_xy.jpg;o-boticario
1414;https://www.fragrantica.com/perfume/paco-rabanne/invictus-silver-cup-collector-s-edition-25528.html;invictus-silver-cup-collector-s-edition;paco-rabanne;Spain;men;353;43;20140.0;sea notes, grapefruit, mandarin orange;bay leaf, jasmine;patchouli, moss, ambergris, guaiac wood;unknown;;woody;citrus;fresh spicy;aromatic;marine;downloaded_images\1414_invictus_silver_cup_collector_s_edition.jpg;paco-rabanne
1415;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-empire-55787.html;lady-million-empire;paco-rabanne;Spain;women;353;920;20190.0;red currant, orange, neroli essence;mirabelle, magnolia, osmanthus, orange blossom;cognac, patchouli, white musk;anne flipo;jean-christophe h�rault;fruity;sweet;woody;floral;citrus;downloaded_images\1415_lady_million_empire.jpg;paco-rabanne
1421;https://www.fragrantica.com/perfume/yves-saint-laurent/paris-rebel-collector-2014-27870.html;paris-rebel-collector-2014;yves-saint-laurent;France;women;353;32;20140.0;citruses, pink pepper, tomato leaf;rose;musk, woody notes, amber;loc dong;;rose;citrus;aromatic;fresh spicy;musky;downloaded_images\1421_paris_rebel_collector_2014.jpg;yves-saint-laurent
1491;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-eau-de-toilette-14917.html;lady-million-eau-de-toilette;paco-rabanne;Spain;women;354;540;20120.0;neroli, lily-of-the-valley;gardenia, hyacinth;honey, patchouli;anne flipo;;white floral;honey;floral;green;fresh;downloaded_images\1491_lady_million_eau_de_toilette.jpg;paco-rabanne
1492;https://www.fragrantica.com/perfume/paco-rabanne/dandy-me-68722.html;dandy-me;paco-rabanne;Spain;unisex;354;63;20210.0;cinnamon, saffron, grapefruit;may rose, geranium;agarwood (oud), sandalwood, vanilla;aure?lien guichard;j�r�me di marino;warm spicy;oud;rose;woody;cinnamon;downloaded_images\1492_dandy_me.jpg;paco-rabanne
1594;https://www.fragrantica.com/perfume/lattafa-perfumes/musk-salama-78620.html;musk-salama;lattafa-perfumes;UAE;unisex;355;93;20220.0;white musk, fruits;white musk, amber;woodsy notes, moscow mule, leather, agarwood (oud);unknown;;musky;powdery;fruity;animalic;woody;downloaded_images\1594_musk_salama.jpg;lattafa-perfumes
1599;https://www.fragrantica.com/perfume/natura/sintonia-maxx-26177.html;sintonia-maxx;natura;Brazil;men;355;31;20130.0;spicy notes, herbal notes;woody notes, vetiver;amber;unknown;;amber;woody;warm spicy;green;aromatic;downloaded_images\1599_sintonia_maxx.jpg;natura
1600;https://www.fragrantica.com/perfume/o-boticario/linked-he-7354.html;linked-he;o-boticario;Brazil;men;355;40;;mandarin orange, water notes, bergamot;geranium, cyclamen, lilac, tincture of rose;vetyver, amber, musk, woodsy notes;unknown;;citrus;floral;aquatic;fresh;aromatic;downloaded_images\1600_linked_he.jpg;o-boticario
1651;https://www.fragrantica.com/perfume/thera-cosmeticos/hertz-61195.html;hertz;thera-cosmeticos;Brazil;men;355;29;20200.0;fig, lemon, grapes, bergamot;red wine, rose, vanilla;patchouli, cedar, vetiver, amber;m�rio torri neto;;woody;fruity;sweet;wine;rose;downloaded_images\1651_hertz.jpg;thera-cosmeticos
1677;https://www.fragrantica.com/perfume/bvlgari/omnia-golden-citrine-59405.html;omnia-golden-citrine;bvlgari;Italy;women;356;395;20200.0;white peach, sicilian mandarin;ylang-ylang, jasmine;benzoin, cedar;alberto morillas;;yellow floral;sweet;woody;white floral;fruity;downloaded_images\1677_omnia_golden_citrine.jpg;bvlgari
1693;https://www.fragrantica.com/perfume/natura/cool-vibe-54386.html;cool-vibe;natura;Brazil;unisex;356;48;20180.0;pear, citruses, water notes, green notes, apple, pink pepper;jasmine, tagetes, rose, violet;cedar, musk, amber, whipped cream;sophie labb�;ver�nica kato;fresh;aquatic;fruity;green;citrus;downloaded_images\1693_cool_vibe.jpg;natura
1694;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-eau-my-gold-24913.html;lady-million-eau-my-gold;paco-rabanne;Spain;women;356;717;20140.0;mango, neroli, grapefruit, mandarin orange, bergamot;orange blossom, violet;musk, cedar, amber, sandalwood;anne flipo;;citrus;white floral;tropical;sweet;fruity;downloaded_images\1694_lady_million_eau_my_gold.jpg;paco-rabanne
1778;https://www.fragrantica.com/perfume/al-haramain-perfumes/mena-19624.html;mena;al-haramain-perfumes;UAE;unisex;357;37;;pine tree;sandalwood, saffron;sandalwood, amber;unknown;;woody;warm spicy;amber;aromatic;powdery;downloaded_images\1778_mena.jpg;al-haramain-perfumes
1788;https://www.fragrantica.com/perfume/carolina-herrera/ch-men-sport-15633.html;ch-men-sport;carolina-herrera;USA;men;357;917;20120.0;grapefruit, bergamot, sage;juniper, sea notes, sichuan pepper;vetiver, sandalwood, oakmoss;unknown;;aromatic;fresh spicy;citrus;woody;earthy;downloaded_images\1788_ch_men_sport.jpg;carolina-herrera
1798;https://www.fragrantica.com/perfume/jean-paul-gaultier/le-beau-male-17222.html;le-beau-male;jean-paul-gaultier;France;men;357;1024;20130.0;mint, wormwood;lavender, orange blossom, sage;musk;francis kurkdjian;;aromatic;fresh spicy;green;lavender;musky;downloaded_images\1798_le_beau_male.jpg;jean-paul-gaultier
1814;https://www.fragrantica.com/perfume/o-boticario/styletto-7361.html;styletto;o-boticario;Brazil;men;357;416;19850.0;bergamot, amalfi lemon, lavender, rosemary, mandarin orange;coriander, wormwood, tarragon, geranium;oakmoss, patchouli, amber;unknown;;aromatic;citrus;fresh spicy;mossy;woody;downloaded_images\1814_styletto.jpg;o-boticario
2039;https://www.fragrantica.com/perfume/natura/no-gender-54383.html;no-gender;natura;Brazil;unisex;359;34;20180.0;pomelo, green notes, lemon, bergamot, mandarin orange, nutmeg, orange;lavender, ginger, jasmine, cardamom;cedar, sandalwood, patchouli, tonka bean;ver�nica kato;;citrus;woody;fresh spicy;warm spicy;aromatic;downloaded_images\2039_no_gender.jpg;natura
2040;https://www.fragrantica.com/perfume/natura/toxic-pink-49005.html;toxic-pink;natura;Brazil;women;359;100;20170.0;pink pepper, bergamot, mandarin orange;rose, jasmine, lily-of-the-valley;musk, amber, cherry liqueur;sonia constant;ver�nica kato;cherry;sweet;musky;white floral;rose;downloaded_images\2040_toxic_pink.jpg;natura
2041;https://www.fragrantica.com/perfume/natura/kaiak-13237.html;kaiak;natura;Brazil;men;359;925;19960.0;bergamot, amalfi lemon, cassis, galbanum;african orange flower, geranium, jasmine, lily-of-the-valley, transparent woods;oak moss, musk, amber, sandalwood;eurico mazzini;;citrus;aromatic;white floral;green;fresh spicy;downloaded_images\2041_kaiak.jpg;natura
2044;https://www.fragrantica.com/perfume/o-boticario/glamour-midnight-83468.html;glamour-midnight;o-boticario;Brazil;women;359;272;20230.0;plum, dates, almond;exotic spices, benzoin, cacao, black orchid;amber, peru balsam, patchouli, milk;unknown;;amber;warm spicy;sweet;fruity;balsamic;downloaded_images\2044_glamour_midnight.jpg;o-boticario
2148;https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-eau-de-toilette-6084.html;emporio-armani-diamonds-eau-de-toilette;giorgio-armani;Italy;women;36;402;20090.0;pink pepper, bergamot;rose;vetiver, musk;unknown;;rose;musky;aromatic;soft spicy;citrus;downloaded_images\2148_emporio_armani_diamonds_eau_de_toilette.jpg;giorgio-armani
2152;https://www.fragrantica.com/perfume/jean-paul-gaultier/la-belle-le-parfum-2024-93892.html;la-belle-le-parfum-2024;jean-paul-gaultier;France;women;36;42;20240.0;pear;vanilla;tonka;unknown;;vanilla;sweet;fruity;amber;aquatic;downloaded_images\2152_la_belle_le_parfum_2024.jpg;jean-paul-gaultier
2165;https://www.fragrantica.com/perfume/o-boticario/men-2021-65124.html;men-2021;o-boticario;Brazil;men;36;45;20210.0;citruses, sage, pear;lavender, mint, cedar needles, rose;patchouli, cedar, moss;unknown;;aromatic;lavender;woody;fresh spicy;citrus;downloaded_images\2165_men_2021.jpg;o-boticario
2166;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-lucky-48904.html;lady-million-lucky;paco-rabanne;Spain;women;36;724;20180.0;raspberry;hazelnut, rose, jasmine;honey, cashmere wood, sandalwood, cedar;unknown;;woody;sweet;fruity;honey;rose;downloaded_images\2166_lady_million_lucky.jpg;paco-rabanne
2233;https://www.fragrantica.com/perfume/thera-cosmeticos/lotus-56643.html;lotus;thera-cosmeticos;Brazil;men;36;45;20180.0;pineapple, bergamot, apple, orange blossom;patchouli, jasmine, sage, blue hyacinth;musk, amber, tonka bean;m�rio torri neto;;fruity;sweet;tropical;fresh;citrus;downloaded_images\2233_lotus.jpg;thera-cosmeticos
2290;https://www.fragrantica.com/perfume/lattafa-perfumes/yara-moi-80722.html;yara-moi;lattafa-perfumes;UAE;women;361;607;20220.0;jasmine, peach;caramel, amber;patchouli, sandalwood;unknown;;woody;patchouli;caramel;white floral;warm spicy;downloaded_images\2290_yara_moi.jpg;lattafa-perfumes
2295;https://www.fragrantica.com/perfume/natura/kaiak-vital-69432.html;kaiak-vital;natura;Brazil;women;361;135;20210.0;pitanga, pomelo, lemon, styrax;sea notes, peony, jasmine, rose;cedar, cashmeran, amber, coumarin, sandalwood;givaudan;ver�nica kato;marine;aromatic;citrus;woody;amber;downloaded_images\2295_kaiak_vital.jpg;natura
2296;https://www.fragrantica.com/perfume/o-boticario/capricho-day-19226.html;capricho-day;o-boticario;Brazil;women;361;303;;pear, apricot, mandarin orange, lime;lily-of-the-valley, freesia, orchid, iris;musk, amber, cedar, vetiver;unknown;;citrus;fruity;sweet;floral;white floral;downloaded_images\2296_capricho_day.jpg;o-boticario
2297;https://www.fragrantica.com/perfume/o-boticario/malbec-play-46538.html;malbec-play;o-boticario;Brazil;men;361;57;20170.0;black pepper, violet leaf, cardamom, lime, bergamot, green apple, mandarin orange;red wine, patchouli, cedar, lavender;oakmoss, amber, benzoin, musk;unknown;;fresh spicy;warm spicy;wine;citrus;woody;downloaded_images\2297_malbec_play.jpg;o-boticario
2400;https://www.fragrantica.com/perfume/armaf/legesi-femme-52266.html;legesi-femme;armaf;UAE;women;362;50;;peach, lemon, litchi, bergamot;cinnamon, apple, jasmine, lily-of-the-valley;cedar, sandalwood, musk;unknown;;woody;fruity;powdery;warm spicy;cinnamon;downloaded_images\2400_legesi_femme.jpg;armaf
2414;https://www.fragrantica.com/perfume/carolina-herrera/alegria-de-vivir-77692.html;alegria-de-vivir;carolina-herrera;USA;women;362;34;20220.0;litchi, mandarin orange;peony, rose, cedar;steam accord, rice;alexandra monet;;rose;floral;fresh;citrus;fruity;downloaded_images\2414_alegria_de_vivir.jpg;carolina-herrera
2443;https://www.fragrantica.com/perfume/natura/horus-verde-citro-26103.html;horus-verde-citro;natura;Brazil;men;362;29;20120.0;sicilian lemon, cardamom, watery notes, bergamot;vetiver, lavender, pepper, cedar;sandalowood, moss, amber, leather, musk;ver�nica kato;;citrus;aromatic;woody;fresh;earthy;downloaded_images\2443_horus_verde_citro.jpg;natura
2444;https://www.fragrantica.com/perfume/o-boticario/nativa-spa-violeta-senses-19231.html;nativa-spa-violeta-senses;o-boticario;Brazil;women;362;34;;red berries, cherry;rose, lily-of-the-valley, white flowers;sugar, sandalwood, amber;unknown;;sweet;fruity;white floral;fresh;rose;downloaded_images\2444_nativa_spa_violeta_senses.jpg;o-boticario
2445;https://www.fragrantica.com/perfume/o-boticario/uomini-moto-soul-50881.html;uomini-moto-soul;o-boticario;Brazil;men;362;125;20180.0;black pepper, cardamom, coriander, thyme;indonesian pepper, cinnamon leaf, patchouli, geranium;amber, tonka bean, vanilla, musk;unknown;;warm spicy;aromatic;fresh spicy;amber;vanilla;downloaded_images\2445_uomini_moto_soul.jpg;o-boticario
2446;https://www.fragrantica.com/perfume/paco-rabanne/lady-million-9045.html;lady-million;paco-rabanne;Spain;women;362;12921;20100.0;raspberry, neroli, amalfi lemon;jasmine, african orange flower, gardenia;white honey, patchouli, amber;unknown;;white floral;sweet;honey;citrus;fruity;downloaded_images\2446_lady_million.jpg;paco-rabanne
2460;https://www.fragrantica.com/perfume/yves-saint-laurent/libre-l-absolu-platine-83296.html;libre-l-absolu-platine;yves-saint-laurent;France;women;362;898;20230.0;aldehydes, bergamot, mandarin orange;lavender, blue lavender, orange blossom;vanilla, amber;unknown;;citrus;lavender;aldehydic;white floral;aromatic;downloaded_images\2460_libre_l_absolu_platine.jpg;yves-saint-laurent
2475;https://www.fragrantica.com/perfume/granado/nostalgia-77489.html;nostalgia;granado;Brazil;unisex;362;160;20220.0;pink pepper, mandarin orange, bergamot;rose, lily, orange blossom;cashmeran, musk, amber;jasmine liu;;musky;powdery;white floral;amber;woody;downloaded_images\2475_nostalgia.jpg;granado
2533;https://www.fragrantica.com/perfume/nuancielo/fjord-71567.html;fjord;nuancielo;Brazil;men;362;53;20220.0;lavender, geranium, bergamot, mandarin orange;hedione, coriander, violet, jasmine;ambroxan, balsam fir, musk, woodsy notes;unknown;;aromatic;fresh spicy;musky;woody;amber;downloaded_images\2533_fjord.jpg;nuancielo
2585;https://www.fragrantica.com/perfume/bvlgari/omnia-pink-sapphire-48709.html;omnia-pink-sapphire;bvlgari;Italy;women;363;905;20180.0;pomelo, pink grapefruit, pink pepper;frangipani, tiare flower, peach, rose;musk, violet, vanilla, woody notes, sandalwood, orris root;alberto morillas;;citrus;floral;powdery;musky;sweet;downloaded_images\2585_omnia_pink_sapphire.jpg;bvlgari
2615;https://www.fragrantica.com/perfume/natura/lua-de-sonhar-26102.html;lua-de-sonhar;natura;Brazil;women;363;27;20130.0;passionfruit, mandarin orange, pineapple, lemon, bergamot, apricot;peony, violet, lily, rose;amber, sandalwood, musk;francisco marano;;fruity;fresh;citrus;sweet;floral;downloaded_images\2615_lua_de_sonhar.jpg;natura
2719;https://www.fragrantica.com/perfume/carolina-herrera/bad-boy-55449.html;bad-boy;carolina-herrera;USA;men;364;3443;20190.0;white pepper, bergamot, pink pepper;cedarwood, clary sage;tonka bean, cacao;louise turner;quentin bisch;warm spicy;fresh spicy;cacao;vanilla;aromatic;downloaded_images\2719_bad_boy.jpg;carolina-herrera
2720;https://www.fragrantica.com/perfume/carolina-herrera/lucky-charm-77689.html;lucky-charm;carolina-herrera;USA;women;364;28;20220.0;mirabelle, mandarin orange;iris, jasmine;sandalwood, vanilla;natalie gracia-cetto;roxanne kirkpatrick;woody;powdery;fruity;citrus;iris;downloaded_images\2720_lucky_charm.jpg;carolina-herrera
2734;https://www.fragrantica.com/perfume/giorgio-armani/emporio-armani-diamonds-club-38911.html;emporio-armani-diamonds-club;giorgio-armani;Italy;women;364;47;20160.0;mandarin orange, water notes;rose;patchouli;unknown;;citrus;aquatic;rose;patchouli;fresh;downloaded_images\2734_emporio_armani_diamonds_club.jpg;giorgio-armani
2751;https://www.fragrantica.com/perfume/natura/sr-n-12556.html;sr-n;natura;Brazil;men;364;482;19790.0;lemon, galbanum, grapefruit;artemisia, lavender, cardamom;patchouli, vetiver, vanilla;unknown;;aromatic;citrus;woody;patchouli;warm spicy;downloaded_images\2751_sr_n.jpg;natura
2752;https://www.fragrantica.com/perfume/o-boticario/liz-62270.html;liz;o-boticario;Brazil;women;364;789;20200.0;orange, saffron, bergamot;iris, orange blossom, bulgarian rose;vanilla, milk mousse, vetiver, sandalwood, patchouli, tonka bean;emilie bevierre-coppermann;;vanilla;woody;citrus;powdery;warm spicy;downloaded_images\2752_liz.jpg;o-boticario
2753;https://www.fragrantica.com/perfume/prada/prada-candy-florale-24487.html;prada-candy-florale;prada;Italy;women;364;1997;20140.0;limoncello;peony;honey, caramel, musk, benzoin;daniela (roche) andrier;;floral;fresh;honey;sweet;citrus;downloaded_images\2753_prada_candy_florale.jpg;prada
2762;https://www.fragrantica.com/perfume/yves-saint-laurent/kouros-735.html;kouros;yves-saint-laurent;France;men;364;7401;19810.0;aldehydes, coriander, clary sage, artemisia, bergamot;patchouli, carnation, geranium, vetiver, cinnamon, jasmine, orris root, lavender;civet, honey, leather, musk, oakmoss, amber, tonka bean, vanilla;pierre bourdon;;musky;animalic;aromatic;powdery;honey;downloaded_images\2762_kouros.jpg;yves-saint-laurent
2852;https://www.fragrantica.com/perfume/armaf/futura-la-homme-intense-47025.html;futura-la-homme-intense;armaf;UAE;men;365;68;;sage, grapefruit, cardamom;cinnamon, violet leaves, lavender;woody notes, tonka bean;unknown;;aromatic;warm spicy;cinnamon;citrus;herbal;downloaded_images\2852_futura_la_homme_intense.jpg;armaf
2869;https://www.fragrantica.com/perfume/carolina-herrera/212-white-13618.html;212-white;carolina-herrera;USA;women;365;85;20030.0;mandarin orange;jasmine, peony, rose;musk, benzoin, sandalwood;unknown;;floral;musky;rose;citrus;white floral;downloaded_images\2869_212_white.jpg;carolina-herrera
